store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
575,Hangzhou,Store,Female,40-44,Weekday,T-shirt,1,57.08,1,1,49,57
98,Chengdu,Store,Female,25-29,Weekday,T-shirt,2,98,2,2,49,49
758,Hangzhou,Store,Male,30-34,Weekday,T-shirt,1,79,1,1,49,79
20,Shenzhen,Store,Male,30-34,Weekday,T-shirt,1,59,1,1,49,59
46,Wuhan,Store,Female,30-34,Weekend,T-shirt,1,99,1,1,49,99
135,Shanghai,Store,Male,25-29,Weekday,T-shirt,1,99,1,1,49,99
70,Shenzhen,Store,Male,20-24,Weekday,Accessories,2,198,2,2,29,99
20,Shenzhen,Store,Male,45-49,Weekend,Sock,1,39,1,1,9,39
280,Shenzhen,Store,Male,>=60,Weekday,T-shirt,1,99,1,1,49,99
21,Beijing,Store,Female,20-24,Weekend,T-shirt,1,99,1,1,49,99
182,Guangzhou,Online,Male,20-24,Weekday,Accessories,1,149,1,1,29,149
182,Guangzhou,Online,Male,35-39,Weekday,T-shirt,1,99,1,1,49,99
229,Shenzhen,Store,Male,25-29,Weekday,T-shirt,1,99,1,1,49,99
738,Shenzhen,Store,Male,30-34,Weekday,T-shirt,1,99,1,1,49,99
437,Chongqing,Store,Female,>=60,Weekend,Sock,1,39,1,1,9,39
616,Chengdu,Store,Male,50-54,Weekend,New Arrivals,1,54,1,1,59,54
21,Beijing,Store,Female,45-49,Weekend,T-shirt,1,79,1,1,49,79
70,Shenzhen,Store,Female,35-39,Weekend,T-shirt,3,316,3,4,49,79
669,Chongqing,Store,Female,20-24,Weekday,T-shirt,1,79,1,1,49,79
430,Chengdu,Store,Female,40-44,Weekend,T-shirt,1,59,1,1,49,59
248,Hangzhou,Store,Male,20-24,Weekday,Accessories,1,149,1,1,29,149
323,Wuhan,Store,Male,35-39,Weekday,T-shirt,1,59,1,1,49,59
146,Hangzhou,Store,Female,35-39,Weekend,Sock,1,19,1,1,9,19
312,Hangzhou,Store,Male,25-29,Weekend,T-shirt,1,79,1,1,49,79
19,Nanjing,Store,Female,20-24,Weekday,Sock,2,53,2,2,9,27
312,Hangzhou,Store,Female,>=60,Weekday,T-shirt,1,79,1,1,49,79
146,Hangzhou,Store,Male,45-49,Weekend,Sweater,1,249,1,1,99,249
336,Xian,Store,Female,40-44,Weekend,Accessories,2,197,2,3,29,66
315,Wuhan,Store,Female,45-49,Weekday,T-shirt,1,78,1,2,49,39
375,Guangzhou,Online,Male,20-24,Weekday,Shorts,1,27.92,1,1,19,28
420,Guangzhou,Online,Female,<20,Weekday,T-shirt,1,79,1,1,49,79
70,Shenzhen,Store,Female,40-44,Weekday,Sock,1,17,1,1,9,17
369,Guangzhou,Store,Female,25-29,Weekday,T-shirt,1,79,1,1,49,79
437,Chongqing,Store,Female,35-39,Weekday,Dresses,1,79,1,1,59,79
442,Xian,Store,Female,35-39,Weekend,sports,1,78,1,2,49,39
19,Nanjing,Store,Male,20-24,Weekend,T-shirt,1,99,1,1,49,99
420,Guangzhou,Online,Female,25-29,Weekday,New Arrivals,2,128,2,2,59,64
315,Wuhan,Store,Male,30-34,Weekday,Shorts,1,40,1,1,19,40
738,Shenzhen,Store,Female,50-54,Weekday,T-shirt,1,79,1,1,49,79
519,Hangzhou,Store,Male,25-29,Weekday,T-shirt,1,99,1,1,49,99
325,Shanghai,Store,Female,40-44,Weekday,New Arrivals,3,237,3,3,59,79
325,Shanghai,Store,Female,20-24,Weekend,T-shirt,1,59,1,1,49,59
442,Xian,Store,Male,35-39,Weekend,T-shirt,1,79,1,1,49,79
182,Guangzhou,Online,Female,30-34,Weekend,Jean,3,157,3,3,69,52
575,Hangzhou,Store,Female,35-39,Weekday,sports,1,39,1,1,49,39
831,Hangzhou,Store,Male,40-44,Weekday,T-shirt,1,99,1,1,49,99
325,Shanghai,Store,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
648,Xian,Store,Female,20-24,Weekend,New Arrivals,1,79,1,1,59,79
375,Guangzhou,Online,Male,30-34,Weekend,sports,1,149,1,1,49,149
658,Shenzhen,Store,Female,>=60,Weekday,T-shirt,1,99,1,1,49,99
91,Wuhan,Online,Female,<20,Weekday,T-shirt,1,99,1,1,49,99
605,Chengdu,Store,Male,>=60,Weekday,Shorts,1,79,1,1,19,79
369,Guangzhou,Store,Female,35-39,Weekday,T-shirt,2,98,2,2,49,49
312,Hangzhou,Store,Female,>=60,Weekend,Shorts,1,33,1,1,19,33
399,Guangzhou,Store,Male,25-29,Weekday,Sock,2,39,2,2,9,20
479,Shenzhen,Store,Male,40-44,Weekend,Sock,1,79,1,1,9,79
658,Shenzhen,Store,Female,35-39,Weekday,Jean,1,39,1,1,69,39
255,Hangzhou,Store,Male,40-44,Weekday,T-shirt,1,79,1,1,49,79
658,Shenzhen,Store,Female,<20,Weekday,T-shirt,1,158,1,2,49,79
611,Shenzhen,Store,Female,20-24,Weekday,Sock,1,79,1,1,9,79
19,Nanjing,Store,Female,40-44,Weekend,New Arrivals,1,79,1,1,59,79
420,Guangzhou,Online,Male,35-39,Weekend,T-shirt,1,78,1,2,49,39
208,Chongqing,Store,Male,30-34,Weekday,Shorts,1,38,1,1,19,38
21,Beijing,Store,Male,35-39,Weekday,Sock,1,24.75,1,1,9,25
335,Shanghai,Store,Female,>=60,Weekday,T-shirt,1,79,1,1,49,79
46,Wuhan,Store,Male,45-49,Weekend,Sock,1,79,1,1,9,79
19,Nanjing,Store,Female,40-44,Weekday,T-shirt,1,79,1,1,49,79
575,Hangzhou,Store,Female,35-39,Weekend,Sock,1,20,1,1,9,20
480,Chongqing,Store,Female,35-39,Weekday,Dresses,1,144,1,1,59,144
70,Shenzhen,Store,Female,55-59,Weekday,T-shirt,1,59,1,1,49,59
19,Nanjing,Store,Female,20-24,Weekend,Jean,3,597,3,3,69,199
831,Hangzhou,Store,Female,20-24,Weekend,Jean,1,39,1,1,69,39
70,Shenzhen,Store,Female,35-39,Weekend,T-shirt,1,99,1,1,49,99
46,Wuhan,Store,Male,30-34,Weekday,Jean,2,95,2,2,69,48
21,Beijing,Store,Male,25-29,Weekend,T-shirt,2,198,2,2,49,99
430,Chengdu,Store,Male,35-39,Weekday,Sock,1,27,1,1,9,27
658,Shenzhen,Store,Female,55-59,Weekday,Accessories,1,129,1,1,29,129
229,Shenzhen,Store,Female,25-29,Weekend,T-shirt,1,59,1,1,49,59
68,Chongqing,Online,Male,25-29,Weekend,Shorts,1,33,1,1,19,33
19,Nanjing,Store,Female,50-54,Weekday,Accessories,1,55,1,1,29,55
46,Wuhan,Store,Female,45-49,Weekend,Shorts,1,40,1,1,19,40
480,Chongqing,Store,Male,20-24,Weekend,Sock,1,59,1,3,9,20
245,Hangzhou,Store,Female,25-29,Weekday,Shorts,1,40,1,1,19,40
46,Wuhan,Store,Female,45-49,Weekday,T-shirt,1,99,1,1,49,99
148,Shenzhen,Store,Male,40-44,Weekend,sports,1,199,1,1,49,199
70,Shenzhen,Store,Male,35-39,Weekday,New Arrivals,1,79,1,1,59,79
616,Chengdu,Store,Female,20-24,Weekday,Sock,1,25,1,1,9,25
375,Guangzhou,Online,Female,25-29,Weekday,T-shirt,4,316,4,4,49,79
146,Hangzhou,Store,Female,30-34,Weekday,T-shirt,1,129,1,1,49,129
449,Wuhan,Store,Female,20-24,Weekday,T-shirt,1,78,1,2,49,39
20,Shenzhen,Store,Female,20-24,Weekday,T-shirt,2,138,2,2,49,69
437,Chongqing,Store,Male,20-24,Weekend,T-shirt,1,39,1,1,49,39
496,Shanghai,Store,Female,35-39,Weekend,T-shirt,1,198,2,2,49,99
520,Hangzhou,Store,Female,40-44,Weekday,Dresses,1,79,1,1,59,79
208,Chongqing,Store,Male,>=60,Weekday,T-shirt,1,59,1,1,49,59
248,Hangzhou,Store,Unkown,Unkown,Weekday,T-shirt,1,59,1,1,49,59
480,Chongqing,Store,Male,20-24,Weekday,Accessories,2,198,2,2,29,99
758,Hangzhou,Store,Female,30-34,Weekend,T-shirt,1,99,1,1,49,99
315,Wuhan,Store,Female,<20,Weekday,T-shirt,1,79,1,1,49,79
245,Hangzhou,Store,Female,20-24,Weekday,T-shirt,1,79,1,1,49,79
429,Xian,Store,Female,35-39,Weekday,Sock,1,79,1,1,9,79
605,Chengdu,Store,Female,40-44,Weekday,T-shirt,1,594,2,6,49,99
98,Chengdu,Store,Female,30-34,Weekday,sports,2,198,2,2,49,99
255,Hangzhou,Store,Female,30-34,Weekend,T-shirt,4,355,4,4,49,89
20,Shenzhen,Store,Female,20-24,Weekday,sports,2,78,2,2,49,39
649,Hangzhou,Store,Female,30-34,Weekend,Accessories,13,1081,13,16,29,68
137,Xian,Online,Male,40-44,Weekday,New Arrivals,1,76,1,1,59,76
323,Wuhan,Store,Male,25-29,Weekday,New Arrivals,1,56,1,1,59,56
68,Chongqing,Online,Female,20-24,Weekday,Shorts,1,40,1,1,19,40
148,Shenzhen,Store,Male,30-34,Weekend,Sock,1,27,1,1,9,27
207,Shanghai,Online,Female,30-34,Weekend,New Arrivals,2,237,2,3,59,79
669,Chongqing,Store,Male,20-24,Weekend,New Arrivals,1,139.26,1,1,59,139
315,Wuhan,Store,Female,40-44,Weekend,T-shirt,1,79,1,1,49,79
52,Wuhan,Online,Male,<20,Weekend,Shorts,1,40,1,1,19,40
207,Shanghai,Online,Female,20-24,Weekday,T-shirt,1,99,1,1,49,99
182,Guangzhou,Online,Female,30-34,Weekday,T-shirt,3,295,3,5,49,59
19,Nanjing,Store,Female,30-34,Weekend,Sweater,4,836,4,4,99,209
142,Shanghai,Store,Male,<20,Weekday,T-shirt,1,99,1,1,49,99
519,Hangzhou,Store,Female,30-34,Weekday,T-shirt,1,59,1,1,49,59
738,Shenzhen,Store,Male,20-24,Weekday,Accessories,2,258,2,2,29,129
369,Guangzhou,Store,Female,35-39,Weekend,T-shirt,1,79,1,1,49,79
399,Guangzhou,Store,Male,30-34,Weekend,sports,1,33,1,1,49,33
50,Wuhan,Online,Female,35-39,Weekday,Accessories,3,595,3,3,29,198
208,Chongqing,Store,Female,35-39,Weekday,Accessories,2,307,2,3,29,102
135,Shanghai,Store,Male,25-29,Weekend,Sock,1,53,1,2,9,27
758,Hangzhou,Store,Male,25-29,Weekend,T-shirt,1,99,1,1,49,99
323,Wuhan,Store,Male,>=60,Weekday,T-shirt,2,198,2,2,49,99
46,Wuhan,Store,Male,20-24,Weekday,T-shirt,1,79,1,1,49,79
336,Xian,Store,Male,30-34,Weekend,New Arrivals,1,164,3,3,59,55
50,Wuhan,Online,Male,45-49,Weekday,New Arrivals,1,79,1,1,59,79
335,Shanghai,Store,Male,25-29,Weekend,T-shirt,1,99,1,1,49,99
360,Chengdu,Store,Male,>=60,Weekday,T-shirt,1,79,1,1,49,79
802,Xian,Store,Female,30-34,Weekend,sports,1,39,1,1,49,39
649,Hangzhou,Store,Female,35-39,Weekend,Sock,1,20,1,1,9,20
437,Chongqing,Store,Female,50-54,Weekend,sports,1,19,1,1,49,19
496,Shanghai,Store,Male,35-39,Weekday,sports,1,78,1,2,49,39
616,Chengdu,Store,Male,>=60,Weekend,sports,1,99,1,1,49,99
669,Chongqing,Store,Female,20-24,Weekday,T-shirt,2,198,2,2,49,99
146,Hangzhou,Store,Female,35-39,Weekday,T-shirt,1,59,1,1,49,59
68,Chongqing,Online,Male,25-29,Weekday,T-shirt,1,99,1,1,49,99
231,Guangzhou,Store,Female,55-59,Weekday,T-shirt,3,137,3,3,49,46
70,Shenzhen,Store,Female,40-44,Weekend,T-shirt,2,138,2,2,49,69
430,Chengdu,Store,Female,35-39,Weekend,Dresses,2,178,2,2,59,89
70,Shenzhen,Store,Female,<20,Weekend,T-shirt,1,79,1,1,49,79
248,Hangzhou,Store,Male,45-49,Weekday,sports,1,99,1,1,49,99
759,Chongqing,Store,Male,30-34,Weekday,T-shirt,2,78,2,2,49,39
70,Shenzhen,Store,Male,20-24,Weekday,T-shirt,1,79,1,1,49,79
142,Shanghai,Store,Male,>=60,Weekday,Accessories,1,39,1,1,29,39
479,Shenzhen,Store,Female,25-29,Weekend,Shorts,1,40,1,1,19,40
616,Chengdu,Store,Female,20-24,Weekend,sports,1,149,1,1,49,149
20,Shenzhen,Store,Male,30-34,Weekday,New Arrivals,1,144,1,1,59,144
520,Hangzhou,Store,Female,<20,Weekend,Sock,1,19,1,1,9,19
229,Shenzhen,Store,Female,>=60,Weekend,Jean,1,59,1,1,69,59
19,Nanjing,Store,Male,35-39,Weekday,Shorts,2,78,2,2,19,39
496,Shanghai,Store,Male,35-39,Weekend,T-shirt,1,59,1,1,49,59
245,Hangzhou,Store,Male,25-29,Weekend,Sweater,2,398,2,2,99,199
52,Wuhan,Online,Female,20-24,Weekday,Shorts,1,39,1,1,19,39
758,Hangzhou,Store,Female,40-44,Weekend,sports,2,171,2,2,49,86
168,Wuhan,Store,Male,35-39,Weekend,T-shirt,1,99,1,1,49,99
738,Shenzhen,Store,Male,30-34,Weekday,Shorts,2,73,2,2,19,37
496,Shanghai,Store,Male,25-29,Weekend,Accessories,1,79,1,1,29,79
375,Guangzhou,Online,Female,35-39,Weekday,T-shirt,3,237,3,3,49,79
520,Hangzhou,Store,Male,40-44,Weekday,T-shirt,1,59,1,1,49,59
360,Chengdu,Store,Female,30-34,Weekend,New Arrivals,1,79,1,1,59,79
255,Hangzhou,Store,Male,20-24,Weekday,New Arrivals,3,240,4,4,59,60
52,Wuhan,Online,Female,30-34,Weekday,New Arrivals,1,77,1,1,59,77
605,Chengdu,Store,Female,40-44,Weekend,T-shirt,1,59,1,1,49,59
280,Shenzhen,Store,Male,30-34,Weekday,T-shirt,1,79,1,1,49,79
520,Hangzhou,Store,Female,40-44,Weekday,sports,2,77,2,2,49,39
479,Shenzhen,Store,Female,25-29,Weekend,T-shirt,2,198,2,2,49,99
738,Shenzhen,Store,Female,40-44,Weekday,Jean,1,59,1,1,69,59
207,Shanghai,Online,Female,55-59,Weekday,Accessories,5,430.16,5,6,29,72
796,Shenzhen,Store,Male,30-34,Weekend,T-shirt,1,79,1,1,49,79
375,Guangzhou,Online,Male,30-34,Weekday,New Arrivals,1,79,1,1,59,79
648,Xian,Store,Male,25-29,Weekday,T-shirt,1,79,1,1,49,79
312,Hangzhou,Store,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
519,Hangzhou,Store,Female,20-24,Weekday,Accessories,4,396,4,4,29,99
315,Wuhan,Store,Female,50-54,Weekday,Accessories,2,197,2,3,29,66
831,Hangzhou,Store,Female,20-24,Weekday,T-shirt,1,99,1,1,49,99
758,Hangzhou,Store,Female,45-49,Weekday,Dresses,1,149,1,1,59,149
19,Nanjing,Store,Female,45-49,Weekend,T-shirt,1,58,1,1,49,58
19,Nanjing,Store,Female,20-24,Weekend,Sock,2,158,2,2,9,79
28,Wuhan,Online,Female,35-39,Weekday,Jean,1,59,1,1,69,59
429,Xian,Store,Male,25-29,Weekend,Shorts,1,40,1,1,19,40
669,Chongqing,Store,Female,20-24,Weekend,Sweater,2,398,2,2,99,199
142,Shanghai,Store,Male,20-24,Weekday,T-shirt,1,55.33,1,1,49,55
68,Chongqing,Online,Male,30-34,Weekend,Sweater,1,199,1,1,99,199
611,Shenzhen,Store,Female,40-44,Weekday,Shorts,1,39,1,1,19,39
480,Chongqing,Store,Female,40-44,Weekday,New Arrivals,1,57,1,1,59,57
420,Guangzhou,Online,Female,35-39,Weekday,Sock,1,25.68,1,1,9,26
605,Chengdu,Store,Male,20-24,Weekday,T-shirt,1,79,1,1,49,79
68,Chongqing,Online,Male,40-44,Weekend,sports,1,33,1,1,49,33
519,Hangzhou,Store,Male,30-34,Weekend,Accessories,1,99,1,1,29,99
480,Chongqing,Store,Female,35-39,Weekend,Sock,1,20,1,1,9,20
611,Shenzhen,Store,Male,>=60,Weekend,Dresses,1,99,1,1,59,99
315,Wuhan,Store,Male,>=60,Weekend,Dresses,1,99,1,1,59,99
280,Shenzhen,Store,Male,30-34,Weekend,Dresses,2,178,2,2,59,89
142,Shanghai,Store,Female,50-54,Weekend,T-shirt,1,198,2,2,49,99
146,Hangzhou,Store,Male,30-34,Weekday,T-shirt,1,79,1,1,49,79
91,Wuhan,Online,Female,45-49,Weekend,T-shirt,1,79,1,1,49,79
142,Shanghai,Store,Male,30-34,Weekday,T-shirt,2,158,2,2,49,79
315,Wuhan,Store,Female,25-29,Weekend,T-shirt,1,79,1,1,49,79
248,Hangzhou,Store,Female,35-39,Weekend,Sock,1,26,1,1,9,26
28,Wuhan,Online,Female,55-59,Weekend,T-shirt,1,118,1,2,49,59
738,Shenzhen,Store,Female,40-44,Weekday,T-shirt,1,39,1,1,49,39
335,Shanghai,Store,Male,20-24,Weekend,New Arrivals,1,76,1,1,59,76
32,Wuhan,Online,Female,25-29,Weekend,T-shirt,2,198,2,2,49,99
738,Shenzhen,Store,Male,30-34,Weekday,Sweater,1,199,1,1,99,199
229,Shenzhen,Store,Male,25-29,Weekend,T-shirt,1,158,2,2,49,79
52,Wuhan,Online,Male,25-29,Weekend,Sock,3,159,3,6,9,27
280,Shenzhen,Store,Male,25-29,Weekday,Shorts,1,33,1,1,19,33
91,Wuhan,Online,Female,>=60,Weekend,Jean,1,118,1,2,69,59
831,Hangzhou,Store,Female,30-34,Weekday,T-shirt,1,79,1,1,49,79
280,Shenzhen,Store,Female,20-24,Weekend,T-shirt,9,960.22,9,10,49,96
255,Hangzhou,Store,Female,55-59,Weekend,Jean,1,79,1,1,69,79
648,Xian,Store,Female,35-39,Weekend,Sock,1,39,1,1,9,39
315,Wuhan,Store,Male,>=60,Weekday,T-shirt,1,99,1,1,49,99
738,Shenzhen,Store,Male,20-24,Weekend,Shorts,1,40,1,1,19,40
137,Xian,Online,Female,35-39,Weekend,Sock,1,79,1,1,9,79
148,Shenzhen,Store,Female,25-29,Weekday,T-shirt,3,237,3,3,49,79
142,Shanghai,Store,Female,45-49,Weekday,T-shirt,1,59,1,1,49,59
28,Wuhan,Online,Male,20-24,Weekend,Sock,1,27,1,1,9,27
19,Nanjing,Store,Female,20-24,Weekday,T-shirt,2,158,2,2,49,79
137,Xian,Online,Female,45-49,Weekend,T-shirt,1,79,1,1,49,79
336,Xian,Store,Female,35-39,Weekday,Dresses,1,199,1,1,59,199
369,Guangzhou,Store,Female,50-54,Weekend,T-shirt,1,99,1,1,49,99
248,Hangzhou,Store,Female,40-44,Weekday,Accessories,2,298,2,2,29,149
207,Shanghai,Online,Male,25-29,Weekend,New Arrivals,2,569,2,4,59,142
256,Wuhan,Store,Female,25-29,Weekend,Jean,1,59,1,1,69,59
255,Hangzhou,Store,Female,30-34,Weekend,Jean,2,97,2,2,69,49
360,Chengdu,Store,Male,>=60,Weekend,T-shirt,1,99,1,1,49,99
32,Wuhan,Online,Female,20-24,Weekday,New Arrivals,3,203,3,3,59,68
21,Beijing,Store,Female,30-34,Weekend,New Arrivals,11,1740,11,12,59,145
658,Shenzhen,Store,Female,45-49,Weekday,Accessories,1,149,1,1,29,149
335,Shanghai,Store,Female,35-39,Weekend,T-shirt,1,99,1,1,49,99
796,Shenzhen,Store,Male,30-34,Weekend,Jean,1,79,1,1,69,79
32,Wuhan,Online,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
737,Shenzhen,Store,Female,30-34,Weekday,Sock,2,98,2,4,9,25
256,Wuhan,Store,Female,35-39,Weekday,T-shirt,2,198,2,2,49,99
420,Guangzhou,Online,Male,30-34,Weekday,T-shirt,1,79,1,1,49,79
21,Beijing,Store,Female,20-24,Weekday,T-shirt,6,594,6,6,49,99
496,Shanghai,Store,Female,25-29,Weekday,T-shirt,1,99,1,1,49,99
46,Wuhan,Store,Female,35-39,Weekend,Sock,1,79,1,1,9,79
658,Shenzhen,Store,Female,25-29,Weekday,Dresses,5,895,5,5,59,179
611,Shenzhen,Store,Male,30-34,Weekend,T-shirt,1,98,1,1,49,98
519,Hangzhou,Store,Female,35-39,Weekend,T-shirt,1,79,1,1,49,79
19,Nanjing,Store,Female,<20,Weekday,T-shirt,3,295,3,3,49,98
738,Shenzhen,Store,Female,25-29,Weekend,T-shirt,2,158,2,2,49,79
91,Wuhan,Online,Male,20-24,Weekday,Shorts,2,60.3,2,2,19,30
231,Guangzhou,Store,Female,35-39,Weekend,Shorts,1,79,1,1,19,79
575,Hangzhou,Store,Male,25-29,Weekend,Jean,1,118,1,2,69,59
137,Xian,Online,Female,30-34,Weekend,T-shirt,1,99,1,1,49,99
437,Chongqing,Store,Female,40-44,Weekend,Jean,2,118,2,2,69,59
325,Shanghai,Store,Female,40-44,Weekend,T-shirt,1,79,1,1,49,79
802,Xian,Store,Male,20-24,Weekday,T-shirt,1,99,1,1,49,99
46,Wuhan,Store,Male,25-29,Weekend,New Arrivals,2,114,2,2,59,57
420,Guangzhou,Online,Female,20-24,Weekday,T-shirt,1,129,1,1,49,129
796,Shenzhen,Store,Female,30-34,Weekday,Jean,4,537.64,4,4,69,134
168,Wuhan,Store,Female,45-49,Weekend,T-shirt,1,59,1,1,49,59
429,Xian,Store,Male,30-34,Weekend,T-shirt,2,78,2,2,49,39
737,Shenzhen,Store,Female,25-29,Weekend,New Arrivals,1,79,1,1,59,79
616,Chengdu,Store,Male,35-39,Weekday,Sock,1,40,1,2,9,20
442,Xian,Store,Female,25-29,Weekend,T-shirt,1,99,1,1,49,99
70,Shenzhen,Store,Female,40-44,Weekday,Accessories,1,79,1,1,29,79
207,Shanghai,Online,Female,25-29,Weekend,T-shirt,1,38,1,1,49,38
207,Shanghai,Online,Male,35-39,Weekend,New Arrivals,1,158,1,2,59,79
369,Guangzhou,Store,Female,45-49,Weekday,T-shirt,1,99,1,1,49,99
146,Hangzhou,Store,Female,20-24,Weekday,T-shirt,2,297,2,3,49,99
207,Shanghai,Online,Male,25-29,Weekend,New Arrivals,1,54,1,1,59,54
21,Beijing,Store,Male,45-49,Weekend,Shorts,1,40,1,1,19,40
32,Wuhan,Online,Female,20-24,Weekday,T-shirt,2,158,2,2,49,79
496,Shanghai,Store,Male,40-44,Weekday,Shorts,1,40,1,1,19,40
323,Wuhan,Store,Female,25-29,Weekday,Jean,1,59,1,1,69,59
50,Wuhan,Online,Male,45-49,Weekday,Sock,1,20,1,1,9,20
91,Wuhan,Online,Female,30-34,Weekday,T-shirt,2,198,2,2,49,99
420,Guangzhou,Online,Female,25-29,Weekend,T-shirt,1,99,1,1,49,99
146,Hangzhou,Store,Female,20-24,Weekday,T-shirt,3,218.29,3,4,49,55
256,Wuhan,Store,Female,30-34,Weekday,sports,1,39,1,1,49,39
21,Beijing,Store,Male,20-24,Weekday,Shorts,3,103,3,3,19,34
20,Shenzhen,Store,Female,40-44,Weekday,Sock,1,18,1,1,9,18
231,Guangzhou,Store,Male,35-39,Weekend,T-shirt,1,77,1,1,49,77
449,Wuhan,Store,Female,45-49,Weekday,Dresses,1,198,1,2,59,99
20,Shenzhen,Store,Female,30-34,Weekend,Jean,1,39,1,1,69,39
98,Chengdu,Store,Female,>=60,Weekend,T-shirt,1,99,1,1,49,99
207,Shanghai,Online,Female,30-34,Weekend,Jean,1,149,1,1,69,149
479,Shenzhen,Store,Male,30-34,Weekday,T-shirt,1,99,1,1,49,99
135,Shanghai,Store,Male,>=60,Weekend,New Arrivals,2,447,2,3,59,149
437,Chongqing,Store,Female,45-49,Weekday,Sock,1,20,1,1,9,20
399,Guangzhou,Store,Male,20-24,Weekday,New Arrivals,1,74,1,1,59,74
831,Hangzhou,Store,Female,20-24,Weekday,T-shirt,1,59,1,1,49,59
98,Chengdu,Store,Female,55-59,Weekend,New Arrivals,1,149,2,2,59,75
479,Shenzhen,Store,Male,30-34,Weekday,T-shirt,1,99,1,1,49,99
479,Shenzhen,Store,Male,25-29,Weekday,T-shirt,1,79,1,1,49,79
70,Shenzhen,Store,Male,>=60,Weekday,Accessories,1,99,1,1,29,99
738,Shenzhen,Store,Male,25-29,Weekday,Accessories,1,79,1,1,29,79
19,Nanjing,Store,Male,35-39,Weekday,Sock,1,52,1,2,9,26
360,Chengdu,Store,Male,>=60,Weekday,Dresses,1,149,1,1,59,149
70,Shenzhen,Store,Male,35-39,Weekend,Dresses,1,39,1,1,59,39
648,Xian,Store,Male,>=60,Weekend,T-shirt,1,99,1,1,49,99
437,Chongqing,Store,Male,20-24,Weekend,T-shirt,1,79,1,1,49,79
312,Hangzhou,Store,Female,40-44,Weekday,Sweater,1,149,1,1,99,149
831,Hangzhou,Store,Male,35-39,Weekend,Jean,1,199,1,1,69,199
245,Hangzhou,Store,Female,45-49,Weekend,New Arrivals,1,149,1,1,59,149
19,Nanjing,Store,Female,45-49,Weekday,Shorts,1,40,1,1,19,40
137,Xian,Online,Male,30-34,Weekend,Accessories,1,59,1,1,29,59
245,Hangzhou,Store,Female,20-24,Weekday,T-shirt,3,257,3,3,49,86
52,Wuhan,Online,Male,20-24,Weekend,Sock,2,79,2,3,9,26
437,Chongqing,Store,Female,30-34,Weekend,New Arrivals,1,79,1,1,59,79
802,Xian,Store,Male,35-39,Weekend,Sweater,1,149,1,1,99,149
248,Hangzhou,Store,Male,35-39,Weekend,Shorts,1,39,1,1,19,39
28,Wuhan,Online,Male,20-24,Weekday,Accessories,1,99,1,1,29,99
280,Shenzhen,Store,Female,20-24,Weekend,T-shirt,1,198,1,2,49,99
648,Xian,Store,Female,45-49,Weekend,Sock,1,39,1,1,9,39
168,Wuhan,Store,Female,50-54,Weekend,New Arrivals,1,57,1,1,59,57
135,Shanghai,Store,Female,25-29,Weekday,T-shirt,2,198,2,2,49,99
369,Guangzhou,Store,Female,50-54,Weekend,Jean,1,49,1,1,69,49
759,Chongqing,Store,Male,30-34,Weekday,New Arrivals,1,74,1,1,59,74
479,Shenzhen,Store,Female,40-44,Weekend,T-shirt,1,99,1,1,49,99
50,Wuhan,Online,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
649,Hangzhou,Store,Female,<20,Weekday,T-shirt,1,79,1,1,49,79
19,Nanjing,Store,Female,20-24,Weekend,T-shirt,3,376,3,4,49,94
496,Shanghai,Store,Female,40-44,Weekday,Shorts,1,40,1,1,19,40
325,Shanghai,Store,Female,20-24,Weekend,Jean,1,59,1,1,69,59
360,Chengdu,Store,Male,35-39,Weekend,Shorts,2,106,2,3,19,35
437,Chongqing,Store,Male,20-24,Weekend,sports,1,39,1,1,49,39
375,Guangzhou,Online,Female,40-44,Weekday,New Arrivals,1,79,1,1,59,79
98,Chengdu,Store,Female,55-59,Weekday,Accessories,3,233,3,3,29,78
605,Chengdu,Store,Female,20-24,Weekday,T-shirt,1,59,1,1,49,59
648,Xian,Store,Female,20-24,Weekend,T-shirt,1,79,1,1,49,79
658,Shenzhen,Store,Female,20-24,Weekend,T-shirt,2,158,2,2,49,79
70,Shenzhen,Store,Female,20-24,Weekday,T-shirt,1,79,1,1,49,79
648,Xian,Store,Male,25-29,Weekend,T-shirt,1,79,1,1,49,79
207,Shanghai,Online,Male,20-24,Weekday,T-shirt,1,79,1,1,49,79
737,Shenzhen,Store,Female,30-34,Weekend,T-shirt,1,99,1,1,49,99
758,Hangzhou,Store,Male,<20,Weekend,Sock,1,79,1,1,9,79
28,Wuhan,Online,Female,30-34,Weekend,Sock,1,40,1,2,9,20
20,Shenzhen,Store,Female,<20,Weekend,T-shirt,3,237,3,3,49,79
649,Hangzhou,Store,Male,25-29,Weekend,sports,1,33,1,1,49,33
335,Shanghai,Store,Female,35-39,Weekend,T-shirt,2,158,2,2,49,79
369,Guangzhou,Store,Male,25-29,Weekday,Shorts,2,112,2,3,19,37
738,Shenzhen,Store,Female,30-34,Weekday,Accessories,16,1314.28,16,21,29,63
46,Wuhan,Store,Female,25-29,Weekday,New Arrivals,1,79,1,1,59,79
